case_id,weight,language,ident1,sc1,cp_intro1,s0a,int1,int3,q1a,q1b,q1c,q1d,q1e,q1f,q1g,halfsamp,q2a,q2b,q2c,q2d,q3a,q3b,q3c,q3d,q4,q5,q6a,q6b,q6c,q6d,q6e,q7a,q7b,q7c,q7d,q7e,q8a,q8b,q8c,q9,q10,q11a,q11b,q11c,q11d,q11e,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q22a,q23,q23a,q24,q24a,q25,q26a,q26b,q26c,q27,q28,q29,q30,q31,q32a,q32b,q32c,q33,q34a,q34b,d7,d7a,recage,recage2,state,region,coverage,agecov,covtype,covtypeot,agecovtype,covselfother,covself,covselfot,covmkt,health,rechealth,rechealth2,care,prexa,everppfa,preg1,abort1,abort2,sti1,sti2,party,partyot,partylean,party3,party5,ideology,rvote,trumpapprove,trumpapprove2,religion,religionot,christian,bornagain,religrecode,racerelig,q35,q36,marital,d2,d3,employ,recemploy,d4,d8,receduc,receduc2,receduc3,d9,income,recincome,d10,d11,d11ot,racethn,nativity,racethn2,d16,gendervar,l1,c1,intv_start_date,intv_end_date
00003019,.4082,English,Web, , , , , ,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,B, , , , ,Somewhat comfortable,Very comfortable,Very comfortable,Very comfortable,More common,About 1 out of every 4,"No, not curable","No, not curable","Yes, curable","No, not curable","No, not curable",True,True,True,True,True,Too easy,Too easy,Too easy,Easier,Legal in all cases, , , , , ,"Yes, overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Support,Support,Support,Support,Still support,Support,Still support,Support,Support,"Yes, have heard of it",True,False,True,Less than 8 weeks,25,30,"Yes, have heard of it",Somewhat safe,Abortion is about as safe,Abortion is safer,Abortion is safer,Somewhat confident,True,True,25, ,18-64,18-29,OHIO,North Central,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Good,Good,Excellent/Very good/Good,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",Yes,Yes,Pro-life,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat conservative,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,A few times a week,Yes,Married,Full-time, ,Employed full-time,Employed,2,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191228,20191228
00003020,.3894,English,Web, , , , , ,The most important issue,Very important,Very important,The most important issue,Very important,Somewhat important,Somewhat important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,Don't know enough to say,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","Yes, curable","Yes, curable",True,False,False,True,True,About right,Too difficult,About right,Stayed about the same,Legal in most cases,Legal,Legal,Illegal,Legal,Illegal,"No, do not overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Now oppose,Oppose, ,"Yes, have heard of it",True,False,False,Between 14 and 20 weeks,27,12,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is less safe,Abortion is less safe,Not very confident,False,False,65, ,65+,65+,VIRGINIA,South,Covered by health insurance, ,Medicare, , , , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,"Basically, every day",Yes,Married,Part-time, ,Employed part-time,Employed,2,"Some postgraduate or professional schooling, no postgraduate degree",College+,College+,College+,"$100,000 to under $150,000","$100,000 or more",$100K+,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191228,20191228
00003021,1.4306,English,Web, , , , , ,Very important,The most important issue,Somewhat important,Very important,Very important,Very important,Not important,A,Somewhat comfortable,Not very comfortable,Somewhat comfortable,Not very comfortable, , , , ,Stayed about the same,About 1 out of every 10,"No, not curable","Yes, curable","No, not curable","No, not curable","Yes, curable",True,True,True,True,False,About right,Too easy,About right,Easier,Illegal in all cases, , , , , ,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Would no longer be legal,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Make it more difficult for women to access abortion,Support,Support,Support,Support,Support,Still support,Oppose, ,Support,Support,"No, have not heard of it", , , ,Between 14 and 20 weeks,50,29,"No, have not heard of it",Very unsafe,Abortion is less safe,Abortion is less safe,Abortion is less safe,I would not help them (Vol. for phone),True,True,43, ,18-64,30-49,VIRGINIA,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-life,Yes,No,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,Less than once a month,No,Married,Part-time, ,Employed part-time,Employed,2,"Some postgraduate or professional schooling, no postgraduate degree",College+,College+,College+,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003023,.5061,English,Web, , , , , ,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,B, , , , ,Very comfortable,Not very comfortable,Somewhat comfortable,Very comfortable,More common,About 1 out of every 10,"Yes, curable","No, not curable","Yes, curable","No, not curable","No, not curable",True,True,True,True,True,Too difficult,Too difficult,Too difficult,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Support,Still support,Support,Still support,Oppose, ,"Yes, have heard of it",True,True,True,Between 8 and 13 weeks,25,85,"Yes, have heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,36, ,18-64,30-49,CALIFORNIA,West,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not at all worried,Something Else,Realist,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,A few times a month,Yes,Single that is never married,Full-time, ,Employed full-time,Employed,2,Two year associate degree from a college or university,Some college,Some college,Less than college,"$40,000 to under $50,000","$40,000 to less than $50,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003024,1.1894,English,Web, , , , , ,The most important issue,Very important,Somewhat important,Very important,Refused/Web blank,Very important,Somewhat important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,More common,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,About right,Too difficult,About right,Harder,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Less than 8 weeks,2,10,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is safer,Abortion is about as safe,Somewhat confident,False,False,52, ,18-64,50-64,FLORIDA,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,No,Yes,Somewhat worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,A few times a month,No,Married,Full-time, ,Employed full-time,Employed,2,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$100,000 to under $150,000","$100,000 or more",$100K+,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191227,20191227
00003029,1.6669,English,Web, , , , , ,Very important,The most important issue,Very important,The most important issue,Very important,Very important,Very important,B, , , , ,Very comfortable,Somewhat comfortable,Somewhat comfortable,Very comfortable,Don't know enough to say,About 1 out of every 100 people,"Yes, curable",Not sure,Not sure,Not sure,Not sure,True,True,True,True,True,Too difficult,About right,About right,Easier,Legal in most cases,Legal,Legal,Illegal,Illegal,Illegal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Oppose,Support,Still support,Support,Now oppose,Oppose, ,"Yes, have heard of it",True,True,False,Between 8 and 13 weeks,47,60,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Not very confident,False,False,21, ,18-64,18-29,FLORIDA,Unknown,Covered by health insurance,Insured Less than 65,"Plan through your parents, mother, or father (Vol. for phone)", ,Plan through parents/mother/father (Vol. for phone), , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,Or do you have no usual source of care,"No, no one in household has pre-existing condition",No,No,Pro-life,No,Yes,Not very worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,No,Somewhat disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,A few times a month,No,"Single, living with a partner",Not employed,A student,A student,A student,3,"Some postgraduate or professional schooling, no postgraduate degree",College+,College+,College+,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003032,1.4083,English,Web, , , , , ,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,A,Very comfortable,Very comfortable,Somewhat comfortable,Very comfortable, , , , ,Stayed about the same,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,About right,Too difficult,Too difficult,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Support,Support,Still support,Support,Now oppose,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,10,20,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Refused/Web blank,Not very confident,False,False,28, ,18-64,18-29,MARYLAND,South,Covered by health insurance,Insured Less than 65,Medicare, ,Medicare, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A hospital emergency room,"No, no one in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Somewhat worried,Something Else,nothing,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Moderate,Yes,Somewhat disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Not at all,Yes,Single that is never married,Full-time, ,Employed full-time,Employed,2,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191228,20191228
00003034,.2821,English,Web, , , , , ,The most important issue,Somewhat important,Very important,Very important,Very important,Very important,Very important,A,Very comfortable,Not very comfortable,Somewhat comfortable,Very comfortable, , , , ,More common,About 1 out of every 10,Not sure,"No, not curable","Yes, curable",Not sure,"No, not curable",True,True,False,True,True,Too difficult,Too difficult,About right,Stayed about the same,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Support,Now oppose,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,5,25,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Very confident,False,False,30, ,18-64,30-49,CALIFORNIA,West,Not covered by health insurance,Uninsured Less than 65, , ,Uninsured <65, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",No,No,Pro-choice,Yes,No,Not very worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Once a month,Yes,"Single, living with a partner",Full-time, ,Employed full-time,Employed,4,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191228
00003035,.4255,English,Web, , , , , ,Very important,Very important,Very important,Very important,Very important,Very important,Very important,B, , , , ,Very comfortable,Not very comfortable,Somewhat comfortable,Somewhat comfortable,Don't know enough to say,About 1 out of every 4,"No, not curable","No, not curable","No, not curable","No, not curable","No, not curable",True,True,False,True,True,Too difficult,About right,About right,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Support,Now oppose,Support,Still support,Oppose, ,"Yes, have heard of it",True,True,True,Between 8 and 13 weeks,34,45,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,45, ,18-64,30-49,MASSACHUSETTS,North East,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Only fair,Only fair/Poor,Only fair/Poor,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,A few times a month,Yes,Single that is never married,Full-time, ,Employed full-time,Employed,1,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$70,000 to under $100,000","$70,000 to less than $100,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003040,.2106,English,Web, , , , , ,Very important,The most important issue,Very important,Very important,Very important,Very important,Somewhat important,A,Not applicable (Vol. for phone),Very comfortable,Very comfortable,Somewhat comfortable, , , , ,More common,Over half*,"Yes, curable",Not sure,"Yes, curable",Not sure,"Yes, curable",True,True,False,True,True,About right,About right,About right,Stayed about the same,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"Yes, overturn",Abortion is legal in all cases,To make it more difficult for women to get an abortion,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Still support,Oppose, ,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,Refused/Web Blank,Refused/Web Blank,"No, have not heard of it",Somewhat safe,Abortion is less safe,Abortion is about as safe,Abortion is less safe,Very confident,False,False,Don't know,50-64,18-64,50-64,CALIFORNIA,West,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME, ,Medicaid, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A neighborhood clinic or health center,"No, no one in household has pre-existing condition",Yes,Yes,Pro-life,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,A few times a week,Yes,Single that is never married,Part-time, ,Employed part-time,Employed,1,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"Yes, has a home telephone",20191228,20191228
00003041,.7367,English,Web, , , , , ,Somewhat important,Very important,The most important issue,Not important,Very important,Not important,Not important,A,Not applicable (Vol. for phone),Not at all comfortable,Not at all comfortable,Not very comfortable, , , , ,More common,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable",Not sure,"No, not curable",False,True,True,True,True,About right,About right,About right,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Oppose,Support,Still support,Oppose, ,Oppose, ,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,20,30,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is about as safe,Abortion is less safe,Somewhat confident,False,False,70, ,65+,65+,NORTH CAROLINA,South,Covered by health insurance, ,Medicare, , , , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",No,No,Pro-life,Yes,Yes,Not at all worried,Something Else,Moderate,Republican party,Republican/Independent lean Republican,Independent lean Republican,Moderate,Yes,Strongly approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,Less than once a month,Yes,Divorced,Not employed,Retired,Retired,Retired,2,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$30,000 to under $40,000","$30,000 to less than $40,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003049,1.5918,English,Web, , , , , ,The most important issue,The most important issue,Very important,Somewhat important,Very important,Very important,Very important,A,Very comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable, , , , ,Less common,About 1 out of every 4,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,About right,Too difficult,Too difficult,Harder,Legal in most cases,Refused/Web blank,Legal,Legal,Legal,Legal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Support,Still support,Support,Still support,Support,Oppose,"Yes, have heard of it",True,False,True,Between 14 and 20 weeks,Refused/Web Blank,40,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is about as safe,Abortion is about as safe,Somewhat confident,False,False,49, ,18-64,30-49,ILLINOIS,North Central,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not very worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,Not at all,No,Single that is never married,Full-time, ,Employed full-time,Employed,1,Two year associate degree from a college or university,Some college,Some college,Less than college,"$30,000 to under $40,000","$30,000 to less than $40,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003063,.9281,English,Web, , , , , ,Very important,Very important,Somewhat important,Very important,Somewhat important,Not important,Not important,B, , , , ,Somewhat comfortable,Not at all comfortable,Not at all comfortable,Somewhat comfortable,Don't know enough to say,Over half*,"Yes, curable","No, not curable","Yes, curable","Yes, curable","Yes, curable",True,True,True,True,True,About right,About right,About right,Harder,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Support,Support,Still support,Support,Still support,Support,Oppose,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,10,2,"No, have not heard of it",Very safe,Abortion is safer,Abortion is about as safe,Abortion is about as safe,I would not help them (Vol. for phone),False,True,Don't know,50-64,18-64,50-64,TEXAS,South,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,No,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Islam/Muslim (Vol. for phone), , , ,Other,Other,A few times a week,No,Divorced,Full-time, ,Employed full-time,Employed,1,"Some postgraduate or professional schooling, no postgraduate degree",College+,College+,College+,"$100,000 to under $150,000","$100,000 or more",$100K+,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,"No, no home telephone",20191227,20191227
00003065,.7876,English,Web, , , , , ,Very important,The most important issue,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,B, , , , ,Somewhat comfortable,Not very comfortable,Somewhat comfortable,Somewhat comfortable,More common,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable","No, not curable","Yes, curable",True,True,True,True,True,About right,Too difficult,About right,Harder,Legal in all cases, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Support,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,True,More than 20 weeks,35,15,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is about as safe,Abortion is less safe,Somewhat confident,False,False,52, ,18-64,50-64,PENNSYLVANIA,North East,Covered by health insurance,Insured Less than 65,Plan through your employer, ,Employer, , , , ,Only fair,Only fair/Poor,Only fair/Poor,Or do you have no usual source of care,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Somewhat worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,Less than once a month,No,Married,Full-time, ,Employed full-time,Employed,2,Two year associate degree from a college or university,Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household,Refused,20191227,20191227
00003066,.2283,English,Web, , , , , ,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,A,Very comfortable,Very comfortable,Very comfortable,Very comfortable, , , , ,More common,About 1 out of every 100 people,"Yes, curable","No, not curable","Yes, curable",Not sure,Not sure,True,True,True,True,True,Too difficult,Too difficult,Too difficult,Harder,Legal in most cases,Legal,Legal,Legal,Legal,Illegal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Still support,Support,Still support,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,2,5,"No, have not heard of it",Somewhat safe,Abortion is safer,Abortion is about as safe,Abortion is less safe,Not very confident,False,False,34, ,18-64,30-49,IDAHO,West,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME, ,Medicaid, , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Other religion,Spiritual,"Yes, Christian","Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,"Basically, every day",Yes,Married,Not employed,A homemaker,A homemaker or stay at home parent,a homemaker or stay at home parent,3,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$40,000 to under $50,000","$40,000 to less than $50,000",$30K to $99.9K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household,Refused,20191227,20191227
